# micron,En90
10.01522,2355.78292
10.01039,2366.66495
10.00556,2379.4337
10.00074,2395.87449
9.99591,2415.58313
9.9911,2435.91038
9.98629,2458.542
9.98148,2482.38793
9.97668,2507.79552
9.97189,2534.28239
9.9671,2561.00853
9.9623,2588.63866
9.95752,2619.31742
9.95274,2648.45671
9.94797,2676.25893
9.9432,2703.60208
9.93844,2726.83327
9.93368,2748.42703
9.92893,2769.5284
9.92417,2786.1
9.91942,2798.61965
9.91468,2805.8851
9.90995,2812.03546
9.90522,2815.9247
9.90049,2814.63519
9.89577,2809.95736
9.89105,2805.40882
9.88634,2798.3812
9.88162,2786.27402
9.87691,2771.77491
9.87221,2755.13601
9.86752,2736.63897
9.86283,2715.11215
9.85814,2692.52381
9.85346,2671.62982
9.84878,2648.58162
9.8441,2625.3194
9.83943,2601.40983
9.83477,2578.90261
9.83011,2557.46112
9.82545,2535.27698
9.8208,2511.27777
9.81615,2487.60382
9.81151,2463.28313
9.80686,2437.08945
9.80223,2410.00863
9.7976,2381.9673
9.79298,2353.25777
9.78836,2325.1612
9.78374,2296.60932
9.77913,2268.58356
9.77452,2242.7833
9.76991,2217.30222
9.76531,2191.48477
9.76072,2167.38314
9.75613,2144.80248
9.75154,2123.88033
9.74696,2104.11444
9.74238,2085.20086
9.73781,2067.92871
9.73323,2052.68617
9.72867,2040.41749
9.72411,2030.63674
9.71955,2021.79646
9.715,2014.78331
9.71045,2008.97413
9.70591,2003.14913
9.70137,1997.97935
9.69683,1991.70598
9.6923,1985.15838
9.68777,1979.67072
9.68325,1974.77094
9.67873,1970.94233
9.67422,1967.71459
9.66971,1964.90637
9.6652,1964.64237
9.6607,1966.09649
9.6562,1967.34339
9.65171,1969.74586
9.64722,1973.9825
9.64274,1979.9572
9.63826,1986.63136
9.63378,1993.53016
9.62931,2002.80652
9.62483,2014.55058
9.62037,2028.05059
9.61591,2043.77767
9.61146,2060.7702
9.60701,2081.31573
9.60256,2104.71701
9.59812,2128.34815
9.59367,2152.46757
9.58924,2180.46203
9.58481,2210.57705
9.58038,2242.89235
9.57596,2276.74424
9.57154,2314.52393
9.56713,2355.35808
9.56272,2398.30461
9.55831,2443.87667
9.5539,2490.97654
9.5495,2540.2956
9.54511,2593.0863
9.54072,2645.7188
9.53633,2697.32669
9.53195,2750.17169
9.52758,2803.98394
9.52319,2857.81173
9.51882,2911.39231
9.51446,2963.82082
9.5101,3016.55324
9.50574,3069.68088
9.50139,3122.09878
9.49704,3173.49769
9.49269,3225.34526
9.48835,3274.96093
9.484,3323.51634
9.47967,3369.81074
9.47534,3416.6528
9.47102,3464.50921
9.46669,3507.844
9.46238,3548.70188
9.45806,3592.68734
9.45375,3636.10409
9.44944,3678.48007
9.44514,3718.67737
9.44084,3756.86462
9.43654,3791.00847
9.43225,3824.44433
9.42797,3855.55039
9.42369,3882.6885
9.41941,3907.29153
9.41512,3932.89586
9.41085,3954.70326
9.40659,3974.44569
9.40232,3993.51961
9.39806,4013.18381
9.39381,4027.75273
9.38956,4040.5271
9.38531,4051.7304
9.38106,4062.21441
9.37682,4070.80902
9.37258,4078.86922
9.36835,4082.38222
9.36412,4085.04663
9.3599,4087.80042
9.35567,4089.30386
9.35146,4089.44266
9.34724,4093.25515
9.34303,4097.08058
9.33882,4099.84814
9.33462,4100.98933
9.33042,4101.70454
9.32623,4100.55806
9.32204,4104.49562
9.31785,4107.29651
9.31366,4109.99794
9.30948,4114.50624
9.3053,4118.98712
9.30113,4118.83109
9.29696,4119.5856
9.2928,4121.29092
9.28864,4123.42097
9.28448,4122.55996
9.28032,4119.27099
9.27617,4113.15601
9.27203,4107.51237
9.26788,4100.45912
9.26375,4094.02228
9.25961,4085.43208
9.25548,4075.9428
9.25135,4067.11097
9.24722,4060.11883
9.2431,4050.49906
9.23898,4040.4103
9.23487,4029.83016
9.23076,4018.47503
9.22666,4005.72869
9.22256,3991.91894
9.21846,3976.79
9.21436,3961.26854
9.21027,3944.1514
9.20618,3926.57224
9.2021,3908.58896
9.19802,3889.84609
9.19394,3870.66118
9.18987,3852.62661
9.1858,3831.66781
9.18172,3807.73028
9.17766,3782.26715
9.1736,3756.2579
9.16955,3728.90062
9.1655,3700.29652
9.16145,3669.47065
9.15741,3639.41251
9.15337,3608.23781
9.14932,3575.69534
9.14529,3541.15584
9.14126,3505.98185
9.13723,3470.57365
9.13321,3433.02703
9.12919,3393.79859
9.12518,3356.48259
9.12117,3317.59467
9.11716,3277.98404
9.11315,3237.18761
9.10914,3197.13524
9.10515,3157.18799
9.10115,3116.06086
9.09716,3074.62729
9.09317,3033.32647
9.08919,2992.01013
9.0852,2951.35605
9.08123,2909.74968
9.07725,2869.6797
9.07328,2830.27573
9.06932,2789.81507
9.06535,2749.36951
9.06139,2710.68453
9.05744,2672.60171
9.05349,2635.07254
9.04953,2597.54459
9.04558,2560.89255
9.04164,2524.14743
9.0377,2489.43356
9.03377,2455.13226
9.02983,2421.18458
9.02591,2387.18301
9.02197,2354.04532
9.01805,2321.81735
9.01413,2291.16674
9.01022,2262.08823
9.00631,2233.59652
9.0024,2205.72924
8.99849,2179.24235
8.99459,2153.85274
8.9907,2129.00331
8.98679,2104.99151
8.9829,2083.42195
8.97901,2063.00536
8.97513,2043.45098
8.97125,2024.89265
8.96737,2008.35446
8.9635,1992.86039
8.95962,1977.68551
8.95575,1964.6115
8.95189,1954.549
8.94803,1946.27014
8.94417,1939.16649
8.94031,1931.84002
8.93646,1925.68887
8.93262,1918.97142
8.92876,1912.20902
8.92492,1904.28073
8.92108,1895.71439
8.91725,1886.37957
8.91342,1875.74692
8.90959,1862.75125
8.90577,1847.97112
8.90195,1832.70192
8.89812,1816.46924
8.8943,1798.75965
8.89049,1780.99099
8.88668,1763.91302
8.88288,1747.27002
8.87908,1729.08393
8.87528,1710.41172
8.87149,1691.144
8.86769,1670.82047
8.8639,1650.33812
8.86011,1631.886
8.85633,1613.31937
8.85255,1595.02914
8.84877,1577.85839
8.845,1560.6588
8.84123,1544.60503
8.83746,1530.55453
8.8337,1516.80855
8.82994,1504.13875
8.82618,1492.26215
8.82243,1480.48994
8.81868,1469.18834
8.81493,1458.92717
8.81119,1448.90912
8.80744,1438.49985
8.8037,1428.76965
8.79997,1419.38845
8.79624,1409.51405
8.79251,1399.83971
8.78878,1391.50346
8.78506,1382.86939
8.78134,1373.08767
8.77763,1364.16983
8.77391,1355.3473
8.7702,1347.83107
8.76649,1341.49355
8.76279,1335.83385
8.75909,1331.48759
8.75539,1329.53694
8.7517,1329.49687
8.748,1330.53902
8.74432,1332.69975
8.74063,1336.04125
8.73695,1340.84504
8.73327,1346.35836
8.7296,1351.69791
8.72593,1356.61642
8.72226,1360.05753
8.71859,1362.50446
8.71492,1362.03453
8.71126,1357.83149
8.70761,1350.63439
8.70395,1340.933
8.7003,1329.19606
8.69666,1316.36419
8.69301,1301.50567
8.68937,1285.90814
8.68573,1270.53603
8.68209,1253.73026
8.67846,1237.43734
8.67483,1223.02435
8.67121,1208.829
8.66758,1194.61472
8.66396,1182.075
8.66035,1170.67878
8.65673,1159.63049
8.65312,1149.00027
8.64951,1138.11404
8.6459,1127.39929
8.6423,1117.18214
8.6387,1107.94093
8.63511,1098.31197
8.63151,1091.39847
8.62792,1086.10244
8.62433,1081.26314
8.62075,1078.40272
8.61717,1077.37221
8.61359,1077.09668
8.61002,1076.4245
8.60644,1075.06872
8.60288,1072.98068
8.5993,1070.79678
8.59574,1067.95673
8.59218,1063.76673
8.58862,1060.23445
8.58507,1056.74539
8.58152,1054.01921
8.57797,1051.93939
8.57442,1050.01115
8.57088,1047.6106
8.56734,1045.10521
8.5638,1041.72555
8.56027,1038.16736
8.55674,1035.08552
8.55321,1030.90834
8.54968,1026.18071
8.54616,1021.9639
8.54264,1018.37329
8.53912,1014.92151
8.53561,1011.71913
8.5321,1008.95809
8.52859,1005.76173
8.52508,1003.17376
8.52158,1001.08505
8.51808,997.72658
8.51458,993.33676
8.51109,988.8296
8.5076,983.75306
8.50411,979.69003
8.50063,975.75661
8.49714,971.9419
8.49367,968.59373
8.49019,965.4708
8.48671,962.34621
8.48324,959.0164
8.47977,955.30705
8.47631,951.91903
8.47285,947.39215
8.46939,942.45062
8.46593,937.02706
8.46247,932.17885
8.45902,928.05134
8.45557,923.77014
8.45213,919.294
8.44869,915.36833
8.44525,911.52121
8.44181,907.66733
8.43838,903.74464
8.43495,899.84152
8.43151,895.29829
8.42809,889.66095
8.42466,884.16811
8.42124,879.86617
8.41783,875.31603
8.41441,870.35232
8.411,865.29293
8.40759,860.94789
8.40418,857.083
8.40078,852.43327
8.39738,847.29144
8.39398,843.30365
8.39059,839.45199
8.38719,834.51744
8.3838,828.67175
8.38042,823.94773
8.37703,818.92271
8.37365,813.89962
8.37027,809.09925
8.36689,805.06565
8.36352,801.01575
8.36015,796.72681
8.35678,793.0303
8.35342,789.60634
8.35005,785.56354
8.34669,780.92059
8.34333,775.92925
8.33998,771.41488
8.33663,766.25687
8.33328,761.46922
8.32993,757.54634
8.32659,753.86505
8.32324,749.84833
8.3199,745.68553
8.31657,742.06855
8.31324,738.39113
8.30991,735.28874
8.30658,732.28979
8.30325,728.18568
8.29993,722.89495
8.29661,717.75471
8.29329,713.45187
8.28998,709.17193
8.28667,705.0245
8.28336,701.39131
8.28005,697.7391
8.27675,694.96928
8.27345,691.81772
8.27014,687.85512
8.26685,684.35092
8.26355,680.8325
8.26026,677.15213
8.25698,672.82348
8.25369,667.97513
8.25041,663.82869
8.24713,660.17523
8.24385,656.85877
8.24057,654.20258
8.2373,651.66283
8.23403,649.53026
8.23076,646.73785
8.2275,643.2904
8.22424,639.51013
8.22097,635.3791
8.21772,630.5125
8.21446,626.4927
8.21121,623.19742
8.20796,620.08234
8.20472,617.13243
8.20147,614.81805
8.19823,612.33909
8.19499,610.15726
8.19175,608.13952
8.18852,605.50631
8.18529,602.13545
8.18206,598.45871
8.17884,594.85677
8.17561,590.87568
8.17239,587.18554
8.16917,584.38985
8.16595,582.02405
8.16274,580.24267
8.15953,578.38001
8.15632,576.45387
8.15312,574.60787
8.14991,572.83179
8.14671,570.12632
8.14351,566.38461
8.14031,562.44582
8.13712,559.34866
8.13393,557.07299
8.13074,554.92795
8.12756,553.35878
8.12437,551.55555
8.12119,549.37842
8.11802,547.90205
8.11483,546.59276
8.11166,545.12739
8.10849,543.04863
8.10532,540.3753
8.10216,536.83914
8.099,533.73521
8.09584,531.43472
8.09268,529.81363
8.08952,527.79651
8.08636,525.9213
8.08321,525.4221
8.08006,524.96972
8.07692,523.8008
8.07377,521.45902
8.07063,519.09204
8.0675,516.95524
8.06435,514.09794
8.06122,511.3436
8.05809,508.51917
8.05496,506.01763
8.05183,504.63017
8.04871,503.44228
8.04559,502.69478
8.04247,501.66368
8.03935,499.7367
8.03623,497.45637
8.03312,495.65124
8.03001,493.73246
8.02691,491.08137
8.0238,488.35463
8.0207,486.26219
8.0176,484.3731
8.0145,482.67279
8.0114,481.11843
8.00831,479.40526
8.00522,477.45372
8.00213,475.75593
7.99905,474.19721
7.99596,471.80815
7.99288,469.18805
7.9898,466.31609
7.98672,463.69019
7.98365,460.99256
7.98058,457.91223
7.97751,454.31594
7.97444,451.43172
7.97138,448.47917
7.96832,444.64169
7.96525,440.83419
7.9622,437.33729
7.95914,432.97022
7.95609,428.63683
7.95304,424.22288
7.94999,419.60961
7.94695,416.03908
7.9439,412.39603
7.94086,408.55652
7.93782,405.62716
7.93478,402.93062
7.93175,400.97049
7.92872,399.29935
7.92569,398.18974
7.92266,398.02006
7.91964,398.74433
7.91661,399.93591
7.91359,401.46517
7.91057,403.84698
7.90756,406.05331
7.90454,408.09331
7.90153,410.26818
7.89853,412.60228
7.89552,414.71587
7.89251,416.46085
7.88951,418.23322
7.88651,419.69258
7.88351,421.19286
7.88052,422.15427
7.87753,422.60532
7.87454,422.88703
7.87155,422.92934
7.86856,422.98768
7.86557,423.11276
7.86259,422.75931
7.85961,421.74528
7.85664,420.60822
7.85366,419.98408
7.85069,419.76763
7.84772,419.70967
7.84475,419.28257
7.84178,418.67925
7.83882,417.39664
7.83586,415.70023
7.8329,414.12258
7.82995,412.60398
7.82699,410.8109
7.82404,409.82047
7.82109,409.2114
7.81814,408.03978
7.81519,406.74421
7.81225,405.80568
7.80931,405.18687
7.80637,404.24441
7.80343,403.0211
7.8005,401.64094
7.79756,400.21121
7.79463,398.60159
7.79171,396.9857
7.78878,395.82409
7.78586,395.02996
7.78294,394.25145
7.78002,393.36763
7.7771,391.99494
7.77419,391.43438
7.77127,391.00105
7.76836,389.73098
7.76545,387.85534
7.76255,386.26639
7.75964,385.17418
7.75674,383.84297
7.75384,382.3511
7.75094,381.77205
7.74805,381.44337
7.74515,381.1648
7.74226,380.49537
7.73937,380.06994
7.73649,379.59776
7.73361,378.30177
7.73072,377.48671
7.72784,376.66594
7.72496,375.09957
7.72209,373.60131
7.71921,373.02187
7.71634,372.85303
7.71347,372.34381
7.71061,372.11915
7.70774,371.52524
7.70487,370.81843
7.70201,370.53228
7.69915,369.97013
7.6963,368.97409
7.69344,368.39247
7.69059,367.69685
7.68774,367.00583
7.68489,366.08916
7.68204,365.05211
7.6792,364.54667
7.67636,364.475
7.67352,363.62462
7.67068,362.58199
7.66785,362.29126
7.66501,362.1795
7.66218,361.46225
7.65935,360.64095
7.65652,360.4811
7.6537,360.06389
7.65088,359.19169
7.64805,358.38233
7.64524,357.2642
7.64242,356.70213
7.63961,356.75357
7.63679,356.28536
7.63398,355.48978
7.63117,354.68276
7.62836,354.59012
7.62556,355.01755
7.62276,354.68033
7.61996,353.69881
7.61716,352.49252
7.61437,351.79636
7.61157,351.13793
7.60878,350.48664
7.60599,350.08734
7.6032,349.6539
7.60041,349.20873
7.59763,349.30208
7.59485,349.39771
7.59206,348.62295
7.58929,348.10354
7.58651,348.14664
7.58374,347.97151
7.58097,347.35954
7.5782,346.66397
7.57543,345.85631
7.57267,345.30889
7.5699,345.35361
7.56714,344.96082
7.56438,343.95027
7.56162,343.19038
7.55886,343.35931
7.55611,343.68104
7.55336,342.52322
7.55061,341.1704
7.54786,340.25779
7.54511,339.41363
7.54237,338.18911
7.53963,336.33012
7.53689,335.38607
7.53415,335.4967
7.53142,335.15323
7.52869,334.26796
7.52596,333.12371
7.52322,332.53952
7.52049,332.07406
7.51777,331.28435
7.51505,329.49027
7.51232,327.31772
7.5096,326.14631
7.50689,325.3915
7.50417,324.85054
7.50145,324.82505
7.49874,324.2166
7.49603,323.46669
7.49333,323.11548
7.49062,322.97945
7.48792,322.20098
7.48521,321.4434
7.48252,320.89006
7.47981,319.72164
7.47712,318.8614
7.47442,317.90575
7.47173,316.82727
7.46904,316.17358
7.46635,315.98127
7.46367,315.50243
7.46098,315.06071
7.4583,315.04592
7.45561,315.03696
7.45294,314.46211
7.45026,313.44176
7.44759,312.69175
7.44491,311.88168
7.44224,310.62283
7.43957,309.40869
7.4369,308.99525
7.43424,309.36725
7.43157,309.38678
7.42891,308.62644
7.42625,308.74326
7.4236,308.60036
7.42094,307.96404
7.41828,307.41723
7.41563,306.77971
7.41298,305.57938
7.41033,304.63564
7.40769,304.5059
7.40504,304.31548
7.4024,303.90269
7.39976,303.80036
7.39712,304.01232
7.39448,303.85688
7.39185,303.47168
7.38921,303.22705
7.38658,302.64226
7.38395,301.72706
7.38133,300.82866
7.3787,299.71122
7.37608,299.34874
7.37345,299.06782
7.37083,298.86457
7.36821,299.15616
7.3656,299.37814
7.36298,299.73082
7.36037,299.90295
7.35776,299.58202
7.35515,299.41407
7.35254,298.88432
7.34994,297.52388
7.34733,296.1643
7.34473,295.40804
7.34213,295.40003
7.33954,295.34325
7.33694,295.26363
7.33435,295.78925
7.33175,296.41065
7.32916,296.67601
7.32657,296.52857
7.32398,296.01525
7.3214,295.46675
7.31882,295.11953
7.31624,294.28072
7.31366,293.94699
7.31107,294.43589
7.3085,295.02435
7.30593,295.88327
7.30335,297.14806
7.30078,298.37144
7.29822,299.34488
7.29565,300.37572
7.29308,300.83267
7.29052,300.4283
7.28796,299.96027
7.2854,299.97245
7.28284,299.74745
7.28028,299.59806
7.27773,300.05562
7.27518,300.71486
7.27263,301.94896
7.27007,302.76076
7.26753,303.25367
7.26498,304.1575
7.26244,304.68816
7.2599,304.77803
7.25736,304.76255
7.25482,304.25374
7.25228,303.36148
7.24974,303.44357
7.24721,304.84588
7.24468,306.8141
7.24215,308.21238
7.23963,310.21234
7.2371,313.20651
7.23458,316.15371
7.23205,319.10299
7.22953,321.82418
7.22701,323.74721
7.22449,324.49255
7.22198,322.73152
7.21947,319.52174
7.21695,316.02236
7.21445,312.87129
7.21194,310.11915
7.20943,307.62114
7.20692,306.45185
7.20442,305.49023
7.20192,304.5065
7.19942,303.77612
7.19692,302.56882
7.19443,301.32537
7.19193,300.1232
7.18943,299.83567
7.18694,299.80017
7.18446,300.11058
7.18197,300.8768
7.17948,301.90794
7.177,302.74663
7.17452,303.54425
7.17204,303.71945
7.16955,304.08535
7.16708,304.29049
7.1646,303.57281
7.16213,303.02185
7.15966,302.9701
7.15719,303.48223
7.15472,303.71707
7.15225,304.39328
7.14978,305.06789
7.14732,305.4746
7.14486,306.16005
7.1424,306.80874
7.13994,306.71315
7.13748,306.03887
7.13503,305.57879
7.13258,304.24214
7.13012,302.74381
7.12767,302.21205
7.12522,301.74014
7.12278,301.06668
7.12033,300.58621
7.11789,300.13286
7.11545,300.29833
7.11301,300.16999
7.11057,299.54965
7.10813,298.41092
7.10569,297.03204
7.10326,296.02222
7.10083,294.52497
7.0984,293.01448
7.09597,291.8408
7.09355,290.94663
7.09112,290.65387
7.08869,290.16878
7.08627,289.81529
7.08385,289.76632
7.08144,289.32547
7.07902,288.48183
7.0766,287.34829
7.07419,286.04576
7.07178,284.80988
7.06937,283.53266
7.06696,282.53697
7.06455,282.29456
7.06215,281.98432
7.05974,281.69505
7.05734,282.00969
7.05494,281.70597
7.05254,280.80533
7.05014,279.92799
7.04775,278.95693
7.04535,277.51758
7.04296,276.52885
7.04057,275.6856
7.03818,274.5809
7.0358,273.68121
7.03341,273.22302
7.03102,273.28918
7.02864,272.89898
7.02626,272.78094
7.02388,272.13772
7.02151,271.15599
7.01913,270.87187
7.01676,270.11236
7.01438,268.51751
7.01201,266.89855
7.00964,265.75894
7.00727,264.50727
7.00491,263.1749
7.00254,263.27391
7.00018,263.90107
